job_link,last_processed_time,got_summary,got_ner,is_being_worked,job_title,company,job_location,first_seen,search_city,search_country,search_position,job_level,job_type
https://www.linkedin.com/jobs/view/stakeholder-relationship-manager-at-irs-office-of-chief-counsel-3801657385,2024-01-21 07:43:59.257907+00,t,t,f,Stakeholder Relationship Manager,"IRS, Office of Chief Counsel","Norfolk, VA",1/14/2024,Virginia,United States,Supervisor Preparation Department,Mid senior,Onsite
https://www.linkedin.com/jobs/view/hourly-supervisor-training-at-walmart-3780677022,2024-01-21 07:44:02.788615+00,t,t,f,Hourly Supervisor & Training,Walmart,"Helena, AL",1/14/2024,Woodstock,United States,Plumber Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/family-advocate-enhanced-care-management-at-child-and-family-guidance-center-cfgc-3664107581,2024-01-21 07:44:05.197927+00,t,t,f,Family Advocate,Child and Family Guidance Center | CFGC,"Los Angeles, CA",1/14/2024,Culver City,United States,Program Coordinator,Mid senior,Onsite
https://www.linkedin.com/jobs/view/maintenance-supply-chain-leader-at-pepsico-3762293788,2024-01-19 09:45:09.215838+00,f,f,f,Maintenance Supply Chain Leader,PepsiCo,"Pulaski, TN",1/17/2024,Tennessee,United States,Traffic-Maintenance Supervisor,Mid senior,Onsite
https://au.linkedin.com/jobs/view/fleet-manager-at-workforce-australia-for-individuals-3792370434,2024-01-21 07:12:38.954298+00,t,t,f,Fleet Manager,Workforce Australia for Individuals,"Jandakot, Western Australia, Australia",1/13/2024,Perth,Australia,Manager Benefits,Mid senior,Onsite
https://www.linkedin.com/jobs/view/rn-registered-nurse-24047341expplat-at-travelnursesource-3797176026,2024-01-21 07:12:39.06532+00,t,t,f,Registered Nurse,TravelNurseSource,"Wheeling, WV",1/14/2024,Steubenville,United States,Nurse Practitioner,Mid senior,Onsite
https://www.linkedin.com/jobs/view/operations-supervisor-at-casella-waste-systems-inc-3800472421,2024-01-21 07:12:39.294366+00,t,t,f,Operations Supervisor,"Casella Waste Systems, Inc.","Auburn, MA",1/14/2024,Barre,United States,Driver Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/rn-onsite-health-coach-2-openings-evernorth-baltimore-glen-burnie-md-at-evernorth-health-services-3787350655,2024-01-19 09:45:09.215838+00,f,f,f,RN Onsite Health Coach,Evernorth Health Services,"Washington, DC",1/15/2024,Alexandria,United States,Dietitian Clinical,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/corporate-tax-manager-at-public-practice-recruitment-ltd-experts-in-public-practice-accountancy-recruitment-uk-wide-3794246642,2024-01-21 07:12:40.000321+00,t,t,f,Corporate Tax Manager,Public Practice Recruitment Ltd - Experts in Public Practice Accountancy Recruitment UK-Wide,"Lincoln, England, United Kingdom",1/14/2024,Lincoln,United Kingdom,Preparation Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/production-supervisor-at-zobility-3803087140,2024-01-19 09:45:09.215838+00,f,f,f,Production Supervisor,Zobility,"Watertown, SD",1/17/2024,South Dakota,United States,Utilities-And-Maintenance Supervisor,Associate,Onsite
https://www.linkedin.com/jobs/view/psychiatrist-needed-in-nyc-top-pay-and-benefits-apply-now-at-tdima-corporation-3794660569,2024-01-19 09:45:09.215838+00,f,f,f,Psychiatrist,TDIMA CORPORATION,"Bronx, NY",1/16/2024,Fort Lee,United States,Psychiatrist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/cens-navigator-sud-counselor-at-hopics-3791801845,2024-01-19 09:45:09.215838+00,f,f,f,CENS Navigator,HOPICS,"Los Angeles, CA",1/16/2024,Compton,United States,Residence Counselor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/per-diem-rn-med-surg-nights-lebanon-nh-24129361expplat-at-travelnursesource-3797166002,2024-01-19 18:34:47.372588+00,t,t,f,Per Diem,TravelNurseSource,"Nashua, NH",1/15/2024,Manchester,United States,Drill-Press Operator,Mid senior,Onsite
https://www.linkedin.com/jobs/view/lead-cook-university-of-south-carolina-at-aramark-3794585657,2024-01-19 18:34:47.84964+00,t,t,f,Lead Cook,Aramark,"Columbia, SC",1/14/2024,Columbia,United States,Chef,Mid senior,Onsite
https://www.linkedin.com/jobs/view/lead-sales-associate-ft-at-dollar-general-3580219251,2024-01-19 18:34:48.356734+00,t,t,f,LEAD SALES ASSOCIATE-FT,Dollar General,"Warner Robins, GA",1/14/2024,Macon,United States,Sales Representative Containers,Mid senior,Onsite
https://www.linkedin.com/jobs/view/surgical-technologist-at-medstar-health-3716798526,2024-01-19 18:34:51.311528+00,t,t,f,Surgical Technologist,MedStar Health,"Washington, DC",1/14/2024,Silver Spring,United States,Surgical Technician,Mid senior,Onsite
https://www.linkedin.com/jobs/view/it-sr-project-manager-at-robert-half-3797542608,2024-01-19 09:45:09.215838+00,f,f,f,IT Sr Project manager,Robert Half,"Milwaukee, WI",1/17/2024,Grafton,United States,Supervisor Mapping,Mid senior,Onsite
https://www.linkedin.com/jobs/view/travel-rn-med-surg-at-coast-medical-service-3805741298,2024-01-20 05:37:03.68794+00,t,t,f,Travel Registered Nurse,Coast Medical Service,"Appleton, WI",1/14/2024,Appleton,United States,Recruiter,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/financial-adviser-at-recruitment-solutions-folkestone-ltd-3772737118,2024-01-20 05:37:04.237966+00,t,t,f,Financial Adviser,Recruitment Solutions (Folkestone) Ltd,"Manchester, England, United Kingdom",1/16/2024,Blackburn,United Kingdom,Registered Representative,Mid senior,Onsite
https://www.linkedin.com/jobs/view/hourly-supervisor-training-at-walmart-3780659873,2024-01-20 05:37:04.567869+00,t,t,f,Hourly Supervisor & Training,Walmart,"Ashdown, AR",1/14/2024,Texarkana,United States,Driver Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/financial-sales-representative-at-strategic-financial-solutions-ny-3798385961,2024-01-19 18:34:47.202017+00,t,t,f,Financial Sales Representative,Strategic Financial Solutions NY,"Phoenix, AZ",1/14/2024,Canyon,United States,Sales-Promotion Representative,Associate,Onsite
https://www.linkedin.com/jobs/view/travel-nurse-rn-home-health-%242-499-per-week-at-nurse-first-travel-agency-3802823103,2024-01-19 18:34:47.258618+00,t,t,f,Travel Nurse  Registered Nurse,Nurse First Travel Agency,"Santa Rosa, CA",1/14/2024,Santa Rosa,United States,Second,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/tax-graduate-trainee-with-a-leading-firm-at-gradfuel-3789278925,2024-01-21 07:12:40.773532+00,t,t,f,Tax Graduate Trainee with a Leading Firm,Gradfuel,"Exeter, England, United Kingdom",1/14/2024,Exeter,United Kingdom,Tax Clerk,Mid senior,Onsite
https://www.linkedin.com/jobs/view/sr-claims-representative-lost-time-workers-compensation-florida-experience-at-pma-companies-3763910888,2024-01-21 07:12:40.779941+00,t,t,f,Senior Claims Reprsentative,PMA Companies,"Miami, FL",1/16/2024,Coral Gables,United States,Supervisor Claims,Mid senior,Onsite
https://www.linkedin.com/jobs/view/travel-rn-home-health-at-coremedical-group-3800131737,2024-01-21 07:12:42.309681+00,t,t,f,Travel Registered Nurse,CoreMedical Group,"Beckley, WV",1/14/2024,Boonesborough,United States,Nurse Supervisor,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/online-spanish-tutor-part-time-at-findtutors-3768098660,2024-01-21 07:39:55.737455+00,t,t,f,Online Spanish Tutor,FindTutors,"Brighton & Hove, England, United Kingdom",1/14/2024,Brighton and Hove,United Kingdom,Tutor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/registered-nurse-rn-med-surg-float-pool-contract-at-adventhealth-3799027637,2024-01-21 08:08:21.497681+00,t,t,f,Registered Nurse Med Surg Float Pool ,AdventHealth,"Ocala, FL",1/14/2024,Ocala,United States,Contract Administrator,Mid senior,Onsite
https://www.linkedin.com/jobs/view/travel-rn-rehab-at-tlc-travel-staff-3729295201,2024-01-19 18:34:47.639661+00,t,t,f,Travel Registered Nurse,TLC Travel Staff,"Gallatin, TN",1/14/2024,Hartsville,United States,Nurse Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/commercial-construction-project-manager-at-cybercoders-3747106311,2024-01-19 18:34:47.809805+00,t,t,f,Commercial Construction Project Manager,CyberCoders,"Lafayette, IN",1/14/2024,Sheffield,United States,Building Consultant,Mid senior,Onsite
https://www.linkedin.com/jobs/view/registered-nurse-family-birthing-center-at-eastern-connecticut-health-network-echn-3801655021,2024-01-19 18:34:48.039618+00,t,t,f,Registered Nurse,Eastern Connecticut Health Network (ECHN),"Middletown, CT",1/14/2024,New Britain,United States,Nurse-Midwife,Mid senior,Onsite
https://www.linkedin.com/jobs/view/endodontist-%242-000-guaranteed-daily-compensation-%2B-commission-at-west-coast-dental-services-3792252986,2024-01-19 18:34:48.051238+00,t,t,f,Endodontist,West Coast Dental Services,"Lancaster, CA",1/16/2024,Palmdale,United States,Endodontist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/rn-registered-nurse-24060503expplat-at-travelnursesource-3795704264,2024-01-19 18:34:48.083729+00,t,t,f, Registered Nurse,TravelNurseSource,"Coos Bay, OR",1/14/2024,Coos Bay,United States,Driver,Mid senior,Onsite
https://www.linkedin.com/jobs/view/research-analyst-ii-at-duke-university-3789756873,2024-01-19 18:34:48.379679+00,t,t,f,Research Analyst,Duke University,"Durham, NC",1/16/2024,Raleigh,United States,Investment Analyst,Mid senior,Onsite
https://www.linkedin.com/jobs/view/connected-supply-chain-o9-technology-manager-at-pwc-3777086908,2024-01-19 18:34:48.810246+00,t,t,f,Connected Supply Chain Manager,PwC,"Minneapolis, MN",1/15/2024,Orono,United States,Cost-And-Sales-Record Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/travel-cath-lab-technologist-%242-393-per-week-at-health-advocates-network-3805340543,2024-01-19 18:34:49.652987+00,t,t,f,Travel Cath Lab Technologist,Health Advocates Network,"Dothan, AL",1/15/2024,Dothan,United States,Biochemistry Technologist,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/senior-structual-engineer-stress-engineer-in-bristol-uk-at-energy-jobline-3791311305,2024-01-19 18:34:50.671746+00,t,t,f,Senior Structual Engineer,Energy Jobline,"Bristol, England, United Kingdom",1/14/2024,Newport,United Kingdom,Rolling-Mill Operator,Mid senior,Onsite
https://www.linkedin.com/jobs/view/travel-radiology-technician-%242-155-per-week-at-ahs-staffing-3798897705,2024-01-19 18:34:50.958757+00,t,t,f,Travel Radiology Technician,AHS Staffing,"Eureka, CA",1/15/2024,California,United States,Clock Assembler,Mid senior,Onsite
https://www.linkedin.com/jobs/view/fabricator-rack-making-at-amtraco-inc-3787723727,2024-01-19 18:34:53.372623+00,t,t,f,Fabricator Rack Making,"Amtraco, Inc.","Colleyville, TX",1/14/2024,Denton,United States,Stand-In,Mid senior,Onsite
https://www.linkedin.com/jobs/view/registered-nurse-ccu-full-time-nights-at-steward-health-care-3805622221,2024-01-19 09:45:09.215838+00,f,f,f,Registered Nurse,Steward Health Care,"Fort Lauderdale, FL",1/16/2024,Boca Raton,United States,Public Health Physician,Mid senior,Onsite
https://www.linkedin.com/jobs/view/airport-shop-team-leader-located-in-dallas-love-field-airport-at-hudson-group-3801649860,2024-01-21 07:12:34.517703+00,t,t,f,Airport Shop Team Leader ,Hudson Group,"Sachse, TX",1/17/2024,Garland,United States,Supervisor Processing,Mid senior,Onsite
https://www.linkedin.com/jobs/view/rn-acute-rehab-inpatient-macneal-hospital-at-trinity-health-3732041317,2024-01-21 07:39:55.933764+00,t,t,f,Registered Nurse,Trinity Health,"Berwyn, IL",1/14/2024,River Forest,United States,Dye-House Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/staff-physician-orthopedic-oncology-surgery-full-time-at-norton-healthcare-3771367503,2024-01-21 08:08:19.423796+00,t,t,f,Staff Physician,Norton Healthcare,"Louisville, KY",1/16/2024,New Albany,United States,Internist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/department-manager-at-mcdonald-s-3681756850,2024-01-21 08:08:20.612288+00,t,t,f,Department Manager,McDonald's,"Beaumont, TX",1/14/2024,Port Arthur,United States,Manager Customer Service,Mid senior,Onsite
https://www.linkedin.com/jobs/view/staff-services-manager-i-at-california-department-of-toxic-substances-control-3799240827,2024-01-19 09:45:09.215838+00,f,f,f,Staff Service Manager,California Department of Toxic Substances Control,"Sacramento, CA",1/16/2024,Roseville,United States,Manager Contracts,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/android-engineer-at-jobs-for-humanity-3806300615,2024-01-21 08:08:21.232958+00,t,t,f,Android Engineer,Jobs for Humanity,"Manchester, England, United Kingdom",1/17/2024,Warrington,United Kingdom,Tool Grinder Ii,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/design-manager-at-randstad-construction-and-property-3805249572,2024-01-19 09:45:09.215838+00,f,f,f,Design Manager,Randstad Construction and Property,"Stevenage, England, United Kingdom",1/16/2024,Luton,United Kingdom,Manager Advertising Agency,Mid senior,Onsite
https://www.linkedin.com/jobs/view/25b-information-technology-specialist-at-jobsinlogistics-com-3806184317,2024-01-19 09:45:09.215838+00,f,f,f, Information Technology Specialist,JobsInLogistics.com,"Philadelphia, MS",1/17/2024,Mississippi,United States,Systems Programmer,Mid senior,Onsite
https://www.linkedin.com/jobs/view/oig-investigator-i-at-commonwealth-of-kentucky-3802173924,2024-01-21 08:08:21.288086+00,t,t,f,OIG Investigator ,Commonwealth of Kentucky,"Kentucky, United States",1/15/2024,Kentucky,United States,Criminalist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/mayo-clinic-rochester-academic-hospitalist-opportunity-at-practicelink-3757514878,2024-01-21 04:14:19.732674+00,t,t,f,Academic Hospitalist,PracticeLink,"Rochester, MN",1/14/2024,Rochester,United States,Family Practitioner,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/part-time-housekeeping-team-leader-at-village-hotels-3787118679,2024-01-21 04:14:23.706621+00,t,t,f, Housekeeping Team Leader,Village Hotels,"Farnborough, England, United Kingdom",1/16/2024,High Wycombe,United Kingdom,Sample-Room Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/travel-allied-health-professional-ct-technologist-at-medpro-healthcare-staffing-3788343269,2024-01-21 08:20:53.712052+00,t,t,f, CT Technologist,MedPro Healthcare Staffing,"Dennison, OH",1/14/2024,Fresno,United States,Nuclear Medicine Technologist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/rn-registered-nurse-behavioral-health-at-lewisgale-regional-health-system-3733843645,2024-01-19 09:45:09.215838+00,f,f,f,Registered Nurse Behavioral Health,LewisGale Regional Health System,"Salem, VA",1/16/2024,Amsterdam,United States,Psychiatric Technician,Mid senior,Onsite
https://www.linkedin.com/jobs/view/dentist-prn-at-walmart-health-3779508393,2024-01-21 07:12:46.669201+00,t,t,f,Dentist,Walmart Health,"DeSoto, TX",1/16/2024,Mansfield,United States,Endodontist,Mid senior,Onsite
https://www.linkedin.com/jobs/view/dodin-operations-planner-sr-systems-engineer-at-leidos-3786814430,2024-01-19 09:45:09.215838+00,f,f,f,DODIN Operations Planner,Leidos,"Fort Meade, MD",1/16/2024,Clinton,United States,Processor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/leasing-consultant-at-the-scion-group-3793524550,2024-01-19 09:45:09.215838+00,f,f,f,Leasing Consultant,The Scion Group,"Fullerton, CA",1/16/2024,Corona,United States,Real-Estate Clerk,Mid senior,Onsite
https://www.linkedin.com/jobs/view/medical-equipment-customer-service-representative-at-rotech-healthcare-3802087255,2024-01-21 07:12:46.873762+00,t,t,f, Customer Service Representative,Rotech Healthcare,"Lexington, SC",1/16/2024,South Carolina,United States,Job Printer,Mid senior,Onsite
https://uk.linkedin.com/jobs/view/senior-hr-advisor-at-page-personnel-3750264381,2024-01-21 07:12:46.883045+00,t,t,f,Senior HR Advisor,Page Personnel,"Milton Keynes, England, United Kingdom",1/16/2024,Northampton,United Kingdom,Human Resource Advisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/benefits-administrator-2904-at-ultimate-staffing-3801854462,2024-01-21 07:12:46.929465+00,t,t,f,Benefits Administrator,Ultimate Staffing,"Riverside, CA",1/16/2024,Corona,United States,Personnel Clerk,Mid senior,Onsite
https://www.linkedin.com/jobs/view/assistant-community-director-at-fpi-management-3806008368,2024-01-21 07:12:47.082653+00,t,t,f,Assistant Community Director,FPI Management,"Reno, NV",1/14/2024,Nevada,United States,Housekeeper,Mid senior,Onsite
https://www.linkedin.com/jobs/view/tsa-customer-service-representative-at-staples-stores-3780605421,2024-01-21 07:12:47.338634+00,t,t,f,TSA Customer Service Representative,Staples Stores,"Rehoboth Beach, DE",1/14/2024,Lewes,United States,Claim Examiner,Mid senior,Onsite
https://www.linkedin.com/jobs/view/wireless-sales-expert-at-marketsource-inc-3767056635,2024-01-21 04:14:29.592528+00,t,t,f,Wireless Sales Expert,MarketSource Inc.,"Triadelphia, WV",1/17/2024,Steubenville,United States,Ticket Broker,Mid senior,Onsite
https://www.linkedin.com/jobs/view/program-supervisor-center-star-act-essential-position-at-mental-health-systems-3623149153,2024-01-21 04:14:29.812654+00,t,t,f,Program Supervisor,Mental Health Systems,"San Diego, CA",1/14/2024,Coronado,United States,Psychologist Social,Mid senior,Onsite
https://www.linkedin.com/jobs/view/medical-technologist-per-diem-at-steward-health-care-3805609567,2024-01-21 04:14:30.591692+00,t,t,f,Medical Technologist,Steward Health Care,"Taunton, MA",1/16/2024,Halifax,United States,Laboratory Supervisor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/internal-auditor-at-harp-talent-solutions-3793675599,2024-01-21 04:14:32.638524+00,t,t,f,Internal Auditor,Harp Talent Solutions,"Wilmington, DE",1/14/2024,Swarthmore,United States,Auditor,Mid senior,Onsite
https://www.linkedin.com/jobs/view/home-sales-inspector-at-rollins-inc-3779019992,2024-01-21 04:14:38.481798+00,t,t,f,Home Sales Inspector,"Rollins, Inc.","La Mirada, CA",1/15/2024,West Covina,United States,Can Inspector,Mid senior,Onsite
https://www.linkedin.com/jobs/view/conductor-entrega-a-domicilio-at-autozone-3727840093,2024-01-21 07:12:47.508848+00,t,t,f,Delievery Conductor,AutoZone,"Gilroy, CA",1/15/2024,Salinas,United States,Conductor,Mid senior,Onsite
